Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
HER/7EF.,Herring,7e and 7f,United Kingdom,2015,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2016,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,France,2016,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,TAC,2016,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,United Kingdom,2016,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2017,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,France,2017,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,TAC,2017,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,United Kingdom,2017,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2018,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,France,2018,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,TAC,2018,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,United Kingdom,2018,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2019,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,France,2019,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,TAC,2019,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,United Kingdom,2019,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2020,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,France,2020,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,TAC,2020,Atlantic,930,Original,Final,930,,930,,
HER/7EF.,Herring,7e and 7f,United Kingdom,2020,Atlantic,465,Original,Final,465,,465,,
HER/7EF.,Herring,7e and 7f,EU,2021,Atlantic,465,Original,Final,465,,465,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
HER/7EF.,Herring,7e and 7f,France,2021,Atlantic,465,Original,Final,465,,465,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
HER/7EF.,Herring,7e and 7f,TAC,2021,Atlantic,930,Original,Final,930,,930,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
HER/7EF.,Herring,7e and 7f,United Kingdom,2021,Atlantic,465,Original,Final,465,,465,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2001,Atlantic,"20,000",Original,Final,"20,000",,"20,000",Name changed to EU for time series,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2001,Atlantic,"1,130",Original,Final,"1,130",,"1,130",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2001,Atlantic,220,Original,Final,220,,220,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2001,Atlantic,"17,290",Original,Final,"17,290",,"17,290",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2001,Atlantic,"20,000",Original,Final,"20,000",,"20,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2001,Atlantic,"1,230",Original,Final,"1,230",,"1,230",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2001,Atlantic,30,Original,Final,30,,30,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2002,Atlantic,"13,000",Amendment,Final,"13,000",,"13,000",Name changed to EU for time series,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2002,Atlantic,"8,000",Original,Not Final,"8,000",,"8,000",Name changed to EU for time series,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2002,Atlantic,802,Amendment,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2002,Atlantic,494,Original,Not Final,494,,494,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2002,Atlantic,144,Amendment,Final,144,,144,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2002,Atlantic,89,Original,Not Final,89,,89,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2002,Atlantic,"11,235",Amendment,Final,"11,235",,"11,235",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2002,Atlantic,"6,914",Original,Not Final,"6,914",,"6,914",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2002,Atlantic,"13,000",Amendment,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2002,Atlantic,"8,000",Original,Not Final,"8,000",,"8,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2002,Atlantic,802,Amendment,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2002,Atlantic,494,Original,Not Final,494,,494,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2002,Atlantic,17,Amendment,Final,17,,17,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2002,Atlantic,10,Original,Not Final,10,,10,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2003,Atlantic,"13,000",Original,Final,"13,000",,"13,000",Name changed to EU for time series,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2003,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2003,Atlantic,144,Original,Final,144,,144,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2003,Atlantic,"11,235",Original,Final,"11,235",,"11,235",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2003,Atlantic,"13,000",Original,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2003,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2003,Atlantic,16,Original,Final,16,,16,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2004,Atlantic,"13,000",Original,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2004,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2004,Atlantic,144,Original,Final,144,,144,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2004,Atlantic,"11,235",Original,Final,"11,235",,"11,235",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2004,Atlantic,"13,000",Original,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2004,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2004,Atlantic,16,Original,Final,16,,16,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2005,Atlantic,"13,000",Original,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2005,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2005,Atlantic,144,Original,Final,144,,144,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2005,Atlantic,"11,236",Original,Final,"11,236",,"11,236",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2005,Atlantic,"13,000",Original,Final,"13,000",,"13,000",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2005,Atlantic,802,Original,Final,802,,802,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2005,Atlantic,16,Original,Final,16,,16,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2006,Atlantic,"11,050",Original,Final,"11,050",,"11,050",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2006,Atlantic,682,Original,Final,682,,682,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2006,Atlantic,123,Original,Final,123,,123,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2006,Atlantic,"9,549",Original,Final,"9,549",,"9,549",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2006,Atlantic,"11,050",Original,Final,"11,050",,"11,050",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2006,Atlantic,682,Original,Final,682,,682,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2006,Atlantic,14,Original,Final,14,,14,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2007,Atlantic,"9,393",Original,Final,"9,393",,"9,393",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2007,Atlantic,580,Original,Final,580,,580,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2007,Atlantic,104,Original,Final,104,,104,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2007,Atlantic,"8,117",Original,Final,"8,117",,"8,117",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2007,Atlantic,"9,393",Original,Final,"9,393",,"9,393",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2007,Atlantic,580,Original,Final,580,,580,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2007,Atlantic,12,Original,Final,12,,12,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2008,Atlantic,"7,890",Original,Final,"7,890",,"7,890",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2008,Atlantic,487,Original,Final,487,,487,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2008,Atlantic,88,Original,Final,88,,88,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2008,Atlantic,"6,818",Original,Final,"6,818",,"6,818",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2008,Atlantic,"7,890",Original,Final,"7,890",,"7,890",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2008,Atlantic,487,Original,Final,487,,487,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2008,Atlantic,10,Original,Final,10,,10,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2009,Atlantic,"5,918",Original,Final,"5,918",,"5,918",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2009,Atlantic,365,Original,Final,365,,365,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2009,Atlantic,66,Original,Final,66,,66,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2009,Atlantic,"5,115",Original,Final,"5,115",,"5,115",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2009,Atlantic,"5,918",Original,Final,"5,918",,"5,918",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2009,Atlantic,365,Original,Final,365,,365,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2009,Atlantic,7,Original,Final,7,,7,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2010,Atlantic,"10,150",Original,Final,"10,150",,"10,150",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2010,Atlantic,627,Original,Final,627,,627,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2010,Atlantic,113,Original,Final,113,,113,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2010,Atlantic,"8,770",Original,Final,"8,770",,"8,770",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2010,Atlantic,"10,150",Original,Final,"10,150",,"10,150",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2010,Atlantic,627,Original,Final,627,,627,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2010,Atlantic,13,Original,Final,13,,13,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2011,Atlantic,"13,200",Original,Final,"13,200",,"13,200",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2011,Atlantic,815,Original,Final,815,,815,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2011,Atlantic,147,Original,Final,147,,147,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2011,Atlantic,"11,407",Original,Final,"11,407",,"11,407",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2011,Atlantic,"13,200",Original,Final,"13,200",,"13,200",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2011,Atlantic,815,Original,Final,815,,815,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2011,Atlantic,16,Original,Final,16,,16,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2012,Atlantic,"21,100",Original,Final,"21,100",,"21,100",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2012,Atlantic,"1,302",Original,Final,"1,302",,"1,302",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2012,Atlantic,234,Original,Final,234,,234,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2012,Atlantic,"18,236",Original,Final,"18,236",,"18,236",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2012,Atlantic,"21,100",Original,Final,"21,100",,"21,100",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2012,Atlantic,"1,302",Original,Final,"1,302",,"1,302",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2012,Atlantic,26,Original,Final,26,,26,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2013,Atlantic,"17,200",Original,Final,"17,200",,"17,200",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2013,Atlantic,"1,062",Original,Final,"1,062",,"1,062",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2013,Atlantic,191,Original,Final,191,,191,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2013,Atlantic,"14,864",Original,Final,"14,864",,"14,864",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2013,Atlantic,"17,200",Original,Final,"17,200",,"17,200",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2013,Atlantic,"1,062",Original,Final,"1,062",,"1,062",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2013,Atlantic,21,Original,Final,21,,21,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2014,Atlantic,"22,360",Original,Final,"22,360",,"22,360",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2014,Atlantic,"1,380",Original,Final,"1,380",,"1,380",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2014,Atlantic,248,Original,Final,248,,248,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2014,Atlantic,"19,324",Original,Final,"19,324",,"19,324",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2014,Atlantic,"22,360",Original,Final,"22,360",,"22,360",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2014,Atlantic,"1,380",Original,Final,"1,380",,"1,380",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2014,Atlantic,28,Original,Final,28,,28,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2015,Atlantic,"15,652",Original,Final,"15,652",,"15,652",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2015,Atlantic,966,Original,Final,966,,966,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2015,Atlantic,174,Original,Final,174,,174,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2015,Atlantic,"13,527",Original,Final,"13,527",,"13,527",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2015,Atlantic,"15,652",Original,Final,"15,652",,"15,652",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2015,Atlantic,966,Original,Final,966,,966,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2015,Atlantic,19,Original,Final,19,,19,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2016,Atlantic,953,Original,Final,953,,953,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2016,Atlantic,172,Original,Final,172,,172,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2016,Atlantic,"13,345",Original,Final,"13,345",,"13,345",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2016,Atlantic,953,Original,Final,953,,953,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2016,Atlantic,19,Original,Final,19,,19,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2016,Atlantic,"15,442",Original,Final,"15,442",,"15,442",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2016,Atlantic,"15,442",Original,Final,"15,442",,"15,442",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2017,Atlantic,893,Original,Final,893,,893,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2017,Atlantic,161,Original,Final,161,,161,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2017,Atlantic,"12,502",Original,Final,"12,502",,"12,502",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2017,Atlantic,893,Original,Final,893,,893,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2017,Atlantic,18,Original,Final,18,,18,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2017,Atlantic,"14,467",Original,Final,"14,467",,"14,467",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2017,Atlantic,"14,467",Original,Final,"14,467",,"14,467",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2018,Atlantic,"10,127",Original,Final,"10,127",,"10,127",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2018,Atlantic,625,Original,Final,625,,625,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2018,Atlantic,113,Original,Final,113,,113,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2018,Atlantic,"8,751",Original,Final,"8,751",,"8,751",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2018,Atlantic,"10,127",Original,Final,"10,127",,"10,127",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2018,Atlantic,625,Original,Final,625,,625,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2018,Atlantic,13,Original,Final,13,,13,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2019,Atlantic,"4,742",Original,Final,"4,742",,"4,742",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2019,Atlantic,293,Original,Final,293,,293,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2019,Atlantic,53,Original,Final,53,,53,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2019,Atlantic,"4,097",Original,Final,"4,097",,"4,097",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2019,Atlantic,"4,742",Original,Final,"4,742",,"4,742",,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2019,Atlantic,293,Original,Final,293,,293,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2019,Atlantic,6,Original,Final,6,,6,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2020,Atlantic,869,Original,Final,869,,869,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",France,2020,Atlantic,54,Original,Final,54,,54,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Germany,2020,Atlantic,10,Original,Final,10,,10,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Ireland,2020,Atlantic,751,Original,Final,751,,751,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",TAC,2020,Atlantic,869,Original,Final,869,,869,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",Netherlands,2020,Atlantic,54,Original,Final,54,,54,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",United Kingdom,2020,Atlantic,1,Original,Final,1,,1,,
HER/7GK.,Herring,"7a south of 52°30’N, (7g, 7h, 7j and 7k)",EU,2021,Atlantic,868,Original,Final,868,,868,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
